"evrak","Kelime","frekans"
42,"açık bono",5
42,"besbelli",3
42,"bakışımsız",4
42,"başbuğ",5
42,"ayaksızlar",6
42,"ayarlı",3
42,"balmumu",3
42,"ağırlanma",1
42,"bakır sülfat",7
42,"aitlik",2
42,"afyonlamak",4
42,"bence",2
42,"antikacılık",7
42," darı çıktı",4
42,"belli",6
43,"bas bariton",6
43,"azledilme",1
43,"arkegon",1
43,"beğence",6
43,"akıl var",2
43,"aklama belgesi",6
43,"alyans",3
43,"açık kapı politikası",4
43,"adacılık",4
43,"belgin",1
43,"aplike",1
43,"aplike",2
43,"bağırarak",2
43,"antropojen",5
43,"ayniyet",5
43,"algılayıcı",3
43,"amonyaklamak",5
43,"akson",1
43,"avrupa arı kuşu",4
43,"araşit",5
43,"arkabahçe",3
43,"alafranga müzik",6
43,"antisemit",1
43,"beyefendi",4
43,"beyhudelik",7
43,"alkır",1
43,"bastığı yeri bilmemek",4
43,"atak yapmak",4
43,"ada gibi gemi",6
43,"aytın",6
43,"adcı",1
43,"ar damarı çatlamış",5
43,"ar damarı çatlamış",6
43,"ahlaksız",7
43,"başlangıç",1
43,"aşkıncılık",5
43,"ayak takımı",1
43,"açıklayan",2
43,"altlı üstlü",5
43,"bardan bardan",1
43,"alternatör",7
43,"benzeş",4
43,"baştın",1
43,"arkada kalmak",3
43,"başagut",5
43,"acimik",7
43,"açıktan",5
43,"avukat",6
43,"aval aval",7
43,"adıkaynak",2
43,"babasına rahmet okumak",7
43,"aday",4
43,"batal",4
43,"ay evi",3
43,"apseleşmek",5
43,"açlıktan nefesi kokmak",1
43,"ağır çekmek",3
43,"bağlantı ünsüzü",3
43,"asabileşmek",7
43,"aslan ağzı",4
43,"altta yok üstte yok",1
43,"altta yok üstte yok",5
43,"akranlık",3
43,"başköşeye kurulmak",7
44,"al gülüm ver gülüm",5
44,"abin",6
44,"basmaca",5
44,"artırma",5
44,"beyin kanaması",7
44,"beş altı",2
44,"balgam",1
44,"aç acına",1
44,"astarlı",5
44,"aktivite",2
44,"ağım",4
44,"başına kakmak",5
44,"alfons",2
44,"alışkın",5
44,"ağlama",2
44,"balyos",4
44,"alık alık",6
44,"algılamak",1
44,"ayıkulağı",7
44,"afallamak",1
44,"aslan gibi",3
44,"bartık",2
44,"araklayıcı",7
44,"bağışçı",3
44,"açıklıkla",1
44,"badire",7
44,"balık etinde",7
44,"akyaprak",5
44,"aferin almak",7
44,"adli makam",4
44,"aldırışsız",1
44,"berber dükkanı",4
44,"ateşpüskürmek",4
44,"asdam",6
44,"bergamot",4
44,"aritmik",4
44,"asırdide",7
44,"acayip karşılamak",1
44,"bağdaşıklaştırmak",2
44,"bağdaşıklaştırmak",7
44,"ayakları dolaşmak",6
44,"ağdacı",7
44,"aglütinin",3
44,"bardakeriği",1
44,"ayırmaç",2
44,"başınıeğmek",7
44,"beşeriyetçilik",3
44,"aşiret",5
44,"bakır sülfat",4
44,"başını ezmek",4
44,"bağışlamak",5
44,"açıkartırma",6
44,"adsorpsiyon",6
44,"bağlatmak",6
44,"bağışlanma",4
44,"ayvalık",7
44,"art damak",7
44,"bağ budamak",3
44,"ağrıtmak",3
44,"ağaççılık",6
44,"arazi topoğrafı",1
44,"ayrışık",5
44,"banliyö",3
44,"baş biti",1
44,"bağlanma",4
44,"bankomat",6
44,"albinos",5
44,"bacağın",5
45,"barışlandırına",6
45,"açıkgözlükle",4
45,"ablaklık",2
45,"amfibi harekat",7
45,"arkalamak",2
45,"ağılanma",1
45,"bateri",3
45,"art arda",5
45,"beyaz ırk",4
45,"amanın",5
45,"aklını takmak",5
45,"ata et",2
45,"anaforculuk",5
45,"aklınla bin yaşa",2
45,"açık liman",2
45,"acze düşmek",1
45,"başmisafir",1
45,"alicenaplık",6
45,"berber",6
45,"başyargıcı",1
45,"avrupalı",5
45,"ayartma",7
45,"anlaşılması",2
45,"algılamak",6
45,"adli",4
45,"anıtlaşma",4
45,"alfaterapi",3
45,"alçak gönüllü",3
45,"adı sanı",4
45,"ayrınç",5
45,"başını duman almak",4
45,"amniyon sıvısı",1
45,"aşıcılık",6
45,"afiyet",2
45,"avukat",3
45,"adam başına",6
45,"aritmik",4
45,"ağrıtma",7
45,"ağrıtma",5
45,"balon",3
45,"arkeoloji",6
45,"alımlı",3
45,"bağımlı",1
45,"başınıalıp gitmek",6
45,"berkin",4
45,"berkin",7
45,"amalık",4
45,"alakasız",7
45,"bağıtçı",3
45,"alimane",5
45,"apteriks",3
45,"akaju",6
45,"başarısız",5
45,"analık",2
45,"bağlanmak",4
45,"ağaççılık",6
45,"antlaşma",2
45,"benzeyiş",2
46,"afi",2
46,"bambul otu",4
46,"başhakem",4
46,"arkalıç",3
46,"bayılttırmak",5
46,"alın yazısı",2
46,"ayağını denk almak",6
46,"açık kapı politikası",7
46,"atkılı",1
46,"alay etmek",3
46,"baruthane",3
46,"aklı selim",4
46,"balarısı",2
46,"avangart",7
46,"aharlama",2
46,"bazıları",3
46,"açkılanma",5
46,"antimadde",5
46,"basket",4
46,"basket",7
46,"benzincilik",4
46,"başyargıcı",1
46,"başyargıcı",4
46,"bedihi",3
46,"belagatsiz",1
46,"artırım",3
46,"alık alık",2
46,"adap",6
46,"aynabakar",6
46,"adli",1
46,"andız",6
46,"anons etmek",1
46,"belirme",6
46,"ağalanma",2
46,"ayarı bozuk",2
46,"algılanmak",6
46,"asalakbilim",1
46,"aşıcılık",5
46,"betimleme",6
46,"baloncu",5
46,"atalık",6
46,"acemleştirmek",7
46,"asırdide",1
46,"bayraktarlığını yapmak",3
46,"ayakları dolaşmak",3
46,"angın",5
46,"besbelli",3
46,"barograf",6
46,"barut kokusu gelmek",4
46,"alüminyum taşı",5
46,"bazende",7
46,"acıya",7
46,"adamsız",4
46,"akliye",3
46,"bağışlamak",6
46,"asabileşme",4
46,"balık eti",4
46,"benden de al o kadar",3
46,"baklamsı meyve",3
46,"avans vermek",3
46,"beceriksizleşmek",1
47,"al gülüm ver gülüm",5
47,"ardışık sayılar",5
47,"açıortay",5
47,"arzulamak",3
47,"adacılık",6
47,"betik",4
47,"başvurma",3
47,"belgeçerlemek",3
47,"amanın",6
47,"apaydınlık",6
47,"aç acına",7
47,"astarlı",6
47,"başına",5
47,"azdırılmak",7
47,"bağrına taş basmak",6
47,"adi defter",1
47,"anıklaşmak",6
47,"al kan",4
47,"benzincilik",1
47,"ağlama",1
47,"bakışlarını ayıramamak",4
47,"betonkarar",3
47,"beduh",4
47,"bayuk",5
47,"aptallaştırma",5
47,"başşehir",1
47,"azmettirme",4
47,"baklamsı",6
47,"ağalanma",1
47,"bazitli mantarlar",5
47,"aşındırmak",7
47,"askeri inzibat",7
47,"atalık",3
47,"asıl nüsha",5
47,"beşerleme",2
47,"aritmik",6
47,"ateş püskürmek",5
47,"beyni",4
47,"berkliğ",3
47,"akan",1
47,"aksırtmak",3
47,"anlayışlı",7
47,"alt yazılama",5
47,"acıtmak",6
47,"aç açık kalmak",4
47,"antibiyotik tedavisi",1
47,"antibiyotik tedavisi",1
47,"ad tamlaması",5
47,"bacağın",1
47,"absorbe olmak",6
48,"al gülüm ver gülüm",6
48,"alımsız",2
48,"bergilik",4
48,"ampul",4
48,"ansefal",1
48,"betik",1
48,"alavandalı",1
48,"ağlayış",6
48,"başından aşkın olmak",4
48,"bayrakçı",3
48,"astarlı",4
48,"bağıldak",2
48,"adamsendeci",2
48,"amonyaklamak",1
48,"beli bükülmek",5
48,"al kan",1
48,"alicenaplık",5
48,"araşit",2
48,"apenin dağları",2
48,"balast",2
48,"alık alık",3
48,"avlamak",2
48,"anlayıp dinlemek",5
48,"akbaş",5
48,"ahlakıyat",7
48,"apreci",7
48,"bastığı yeri bilmemek",3
48,"ada gibi gemi",1
48,"ahmak yerine koymak",7
48,"alemdar",6
48,"badema",7
48,"bandajlatmak",5
48,"başlangıç",6
48,"adı sanı",4
48,"altından kalkmak",3
48,"bankaya yatırmak",4
48,"basketbol",4
48,"açıklar livası",4
48,"aşkıncılık",4
48,"almancı",6
48,"aktarmasız",7
48,"adaletten",2
48,"aman dilemek",5
48,"amniyon sıvısı",4
48,"benimseyemeyen",2
48,"arkeolog",7
48,"baloncu",4
48,"avane",7
48,"begen",1
48,"asarıatika",6
48,"anlamadım",2
48,"akar",7
48,"ahid",1
48,"asıda olmak",2
48,"aldırtma",6
48,"baklavacı",7
48,"affolunmak",1
48,"antibiyotik tedavisi",2
48,"abıru",7
48,"abay",3
48,"aksiyon",2
48,"ağı otu",6
48,"altta yok üstte yok",3
49,"barışlandırına",6
49,"anlayışlılığın",1
49,"betonlaşma",4
49,"afiyet olsun",5
49,"anlayışa",2
49,"bağcılık",7
49,"ayağını denk almak",5
49,"aşamalı",6
49,"amonyum karbonat",1
49,"ayaz paşa kol geziyor",7
49,"artırma",4
49,"afiş yutmak",6
49,"bandırmak",7
49,"asal sayı",6
49,"bazıları",4
49,"aptallık",2
49,"algılayıcı",2
49,"basket",5
49,"benzincilik",1
49,"ankara keçisi",1
49,"anaçlaşmak",4
49,"avare olmak",5
49,"bakteriyel",1
49,"bertik",2
49,"balıkçıllar",2
49,"beduh",2
49,"andoskopi",1
49,"alivre",4
49,"bastığı yeri bilmemek",2
49,"atak yapmak",5
49,"alçak gönüllülük",5
49,"basmakalıplaşmak",4
49,"adapte olmak",3
49,"aş ermek",4
49,"başşehir",1
49,"abartış",7
49,"baş tacı etmek",5
49,"beşparalık olmak",2
49,"belenme",5
49,"balık çorbası",1
49,"belgegeçer",1
49,"betonarme",1
49,"akçakesme",7
49,"alayiş",2
49,"ayrılamaz",2
49,"bançolaşma",1
49,"ailelik",7
49,"besbelli",2
49,"altıgen",4
49,"beynamaz",3
49,"acımıh",6
49,"arılaşmak",2
49,"alıp vereceği olmamak",7
49,"ağzı dili kurumak",7
50,"al gülüm ver gülüm",5
50,"başucu noktası",2
50,"açıortay",1
50,"aradan",7
50,"balat",1
50,"beş altı",2
50,"aktivite",3
50,"baksı",3
50,"basar",1
50,"bal",5
50,"arife günü",2
50,"avrupa arı kuşu",4
50,"başgöz etmek",5
50,"ankara keçisi",6
50,"anlayıp dinlemek",2
50,"açık kabuk",1
50,"adamcasına",4
50,"afis",1
50,"asyalılık",3
50,"bartık",7
50,"ateşte",7
50,"ada gibi gemi",7
50,"ahmak yerine koymak",7
50,"anımsama",3
50,"ağış",7
50,"akyaprak",5
50,"adli makam",3
50,"arturu",1
50,"asdam",7
50,"afallatma",7
50,"abdala malum olur",6
50,"aş damı",5
50,"adileşme",7
50,"basgan",3
50,"ayrılamaz",4
50,"begen",1
50,"andırmak",6
50,"arkeoloji",4
50,"ayrılmış",5
50,"ahmet",2
50,"ayırmaç",6
50,"beynamaz",5
50,"alüminyum taşı",4
50,"afallaşma",7
50,"belalar mübareği",3
50,"ayaktaşlık",4
50,"aralamak",1
50,"acurlu",3
50,"basit kelime",5
50,"açığını kapatmak",2
50,"başını ezmek",3
50,"apatit",3
50,"balıkçı",3
50,"banliyö",2
50,"bağlanma",4
50,"basın yasağı",2
50,"baz",3
50,"beyni karıncalanmak",4
51,"benzi kül gibi olmak",4
51,"bambul otu",7
51,"anlaşmaya",3
51,"adak",2
51,"bayılttırmak",7
51,"ağılanma",2
51,"bateri",5
51,"açık kapı politikası",7
51,"atkılı",2
51,"basuç",2
51,"beyin kanaması",7
51,"araştırma görevlisi",2
51,"atlama taşı yapmak",3
51,"anaforculuk",5
51,"analitik kimya",6
51,"ağır canlı",6
51,"aze",7
51,"baksı",5
51,"abıkan",1
51,"atlama tahtası",5
51,"arayış",4
51,"belagatsiz",1
51,"beyefendi",2
51,"abışka",1
51,"baş sallamak",1
51,"bakışlarını ayıramamak",4
51,"betonkarar",5
51,"afiş",1
51,"başsız",1
51,"asyalılık",2
51,"aktan kara kalktı mı",2
51,"aynabakar",5
51,"aptallaştırma",1
51,"berkitmek",6
51,"aralıklı",2
51,"ayazlanmasınısağlamak",1
51,"altından kalkmak",1
51,"ağzına koymamak",4
51,"beyaztilki",5
51,"arsızlık etmek",4
51,"belirlenmek",6
51,"ampirik",6
51,"afiyet",1
51,"balaban kuşu",2
51,"avukat",4
51,"baloncu",1
51,"betonarme",1
51,"aksayan",5
51,"alaca bulaca",7
51,"bahailik",6
51,"aramakla bulunmaz",7
51,"asit borik",2
51,"acısı çıkmak",5
51,"alımlı",3
51,"ahfat",5
51,"başparmak",4
51,"afallaşma",1
51,"asma kat",3
51,"başöğretmenlik",4
51,"asabileşmek",5
51,"ahkam yürütmek",2
51,"banyo havlusu",2
51,"ala takaç",4
51,"asit alkol",7
51,"baygı",6
51,"abıç",5
51,"aşk yapmak",1
51,"addan türeme fiil",2
51,"arıç",6
51,"aksaklık",1
52,"alımsız",4
52,"alıngan",3
52,"afi",7
52,"ağzının kaşığı olmamak",5
52,"alınlık",2
52,"aşkınlık",1
52,"anıştırmak",6
52,"basuç",6
52,"bazlama",3
52,"batu",5
52,"adonis",7
52,"atölye",4
52,"arife günü",7
52,"alicenaplık",3
52,"aforozlu",4
52,"açık kabuk",3
52,"ana yol",4
52,"afis",2
52,"balık yumurtası",7
52,"antropoit",3
52,"beta ışınları",4
52,"açıklıkla",4
52,"ahırlamak",4
52,"algur",3
52,"avareleşmek",3
52,"akyaprak",2
52,"barbakan",4
52,"başagut",6
52,"belgegeçer",4
52,"balık sütü",4
52,"abdala malum olur",7
52,"aksırış",3
52,"asarıatika",6
52,"ahid",4
52,"astarlanma",3
52,"astarlanma",1
52,"bağımlı",5
52,"berkliğ",4
52,"ağlatış",3
52,"amalık",3
52,"adaptör",5
52,"ayarlı",5
52,"ağdalaşmak",1
52,"beşeriyetçilik",1
52,"ağzını hayra aç",1
52,"akliye",4
52,"basınçölçüm",5
52,"basınçölçüm",3
52,"apatit",3
52,"abay",6
52,"açık pazar",7
53,"azledilme",6
53,"acz içinde olmak",5
53,"akıl var",4
53,"bergilik",7
53,"ağılanma",4
53,"becerili",3
53,"bereketli",4
53,"balat",5
53,"beş altı",7
53,"bağırarak",6
53,"balgam",5
53,"açıkyüreklilik",5
53,"ayrımlılaşmak",6
53,"bahanesiz",6
53,"belgilemek",4
53,"beklenilenin",4
53,"basar",3
53,"amonyaklamak",4
53,"akgünlük",7
53,"akgünlük",1
53,"alışkın",5
53,"araşit",5
53,"apenin dağları",2
53,"avare olmak",2
53,"anlaşmazlıklarbelirir",3
53,"bedenli",5
53,"acıçektirmek",1
53,"atak yapmak",4
53,"alçak gönüllülük",4
53,"adalete teslim etmek",7
53,"ağış",6
53,"adcı",3
53,"bengisu",7
53,"beşparalık olmak",7
53,"beril",5
53,"aktarmasız",2
53,"bendeniz",1
53,"akşit",4
53,"adaletten",6
53,"barkod",2
53,"ağrıkesen",7
53,"beyin üçgeni",1
53,"açık işletme",1
53,"badiye",3
53,"aclan",3
53,"alçılanmak",1
53,"adıvar",3
53,"ay evi",2
53,"ayrılmış",4
53,"ahmet",7
53,"beren",3
53,"altınoluk",6
53,"alet",1
53,"bazende",1
53,"anglosakson",3
53,"alt yazılama",3
53,"anasızlık",1
53,"affolunmak",6
53,"ataman",4
53,"ağaççılık",2
53,"asturca",5
53,"abı",1
54,"barizleşme",1
54,"ablaklık",6
54,"arter",3
54,"adımını attırmamak",6
54,"arzulamak",5
54,"anlık",5
54,"ağzı teneke kaplı",2
54,"ağzı teneke kaplı",2
54,"baruthane",7
54,"adı var",6
54,"aptallık",4
54,"astrolog",5
54,"akgünlük",5
54,"avrupa arı kuşu",1
54,"bambaşka",2
54,"berber",2
54,"bedihi",4
54,"bertik",4
54,"aromatik",5
54,"ana kara",6
54,"algılamak",3
54,"alkır",6
54,"anası kılıklı",7
54,"abazan kalmak",1
54,"acıbadem şerbeti",3
54,"aşağıdakiler",6
54,"balık etinde",1
54,"belgegeçer",1
54,"belirsizlik",1
54,"betonarme",2
54,"beşerleme",2
54,"aksayan",5
54,"akkorluk",4
54,"alayiş",1
54,"asarıatika",3
54,"başında olmak",7
54,"asbest yünü",7
54,"absorbe",1
54,"amalık",7
54,"alakasız",2
54,"aklına yelken etmek",1
54,"aşiret",7
54,"alnını karışlamak",7
54,"açık şehir",1
54,"akıcı ünsüz",1
54,"beçene",3
54,"aklını kaçırmak",6
54,"bahaneli",3
54,"abece sırası",6
55,"aria",3
55,"arkegon",6
55,"alçalmaya",3
55,"bakışı",2
55,"beslenme",4
55,"aktartma",5
55,"bağcılık",3
55,"aşamalı",7
55,"akçalamak",5
55,"ağzı teneke kaplı",7
55,"balgam",1
55,"ata et",5
55,"atlama taşı yapmak",6
55,"bağıldak",3
55,"aparkat",2
55,"basar",4
55,"azdırılmak",6
55,"barok",3
55,"afşın",6
55,"ağırlık basmak",5
55,"berber",1
55,"artırım",6
55,"baydan",1
55,"avrupalı",2
55,"beyhudelik",7
55,"avlamak",4
55,"aromatik",4
55,"akbaş",7
55,"beta ışınları",7
55,"adli",5
55,"beldeitayyibe",3
55,"babasının oğlu",5
55,"berkitmek",7
55,"askıya çıkarmak",3
55,"bellembeç",1
55,"algur",7
55,"ahlaksız",3
55,"alıştırmak",2
55,"ağalanma",1
55,"alavereci",4
55,"adalet mahkemesi",1
55,"beşik kertiği",2
55,"arkada kalmak",5
55,"belgegeçer",6
55,"başkası",2
55,"belirsizlik",6
55,"abullabutluk",3
55,"atom reaktörü",3
55,"bediileşme",1
55,"acısı çıkmak",1
55,"ahmet",3
55,"akkarıncalar",1
55,"bağlantı ünsüzü",5
55,"anlayışlı",2
55,"abuk subukluk",2
55,"akliye",6
55,"alternat",3
55,"affolunmak",1
55,"aklıevvel",4
55,"besteci",6
55,"ayvalık",7
55,"akıcı ünsüz",5
55,"ağustos",7
55,"basınçölçer",2
55,"bakmamak",1
55,"ayrışık",4
55,"bellemek",3
55,"avam",5
55," darı çıktı",3
55,"berk",1
55,"başlanılmak",7
56,"bergilik",4
56,"asalağın",2
56,"arkalamak",5
56,"aktartma",4
56,"ayağını denk almak",4
56,"baruthane",2
56,"benzincilik",7
56,"alnının akı ile",7
56,"berber",1
56,"bakteriyel",2
56,"bekinme",6
56,"başarılma",7
56,"aynabakar",3
56,"ağaçkesen",4
56,"bartık",5
56,"başuzman",4
56,"astırma",1
56,"bastonlu",2
56,"ar damarı çatlamış",1
56,"açıklar livası",6
56,"beşparalık olmak",4
56,"ailecek",3
56,"arturu",3
56,"balık çorbası",6
56,"belirlenmek",3
56,"andaval",4
56,"atalık",4
56,"atalık",7
56,"baklava",5
56,"batal",4
56,"arkeoloji",7
56,"amfibi",6
56,"anamal birikimi",4
56,"bardakeriği",1
56,"amalık",1
56,"barograf",1
56,"ayakta uyumak",6
56,"bağları",1
56,"balıkçı gemisi",7
56,"akamete uğramak",4
56,"bakır sülfat",3
56,"alacakmısın",2
57,"acz içinde olmak",2
57,"ardışık sayılar",4
57,"açıortay",4
57,"ansefal",5
57,"alyans",7
57,"atkılı",1
57,"acıyı",2
57,"araştırma görevlisi",1
57,"ağdalanmış",6
57,"artçı",5
57,"anlaşılan",7
57,"bertilme",1
57,"beberuhi",5
57,"anaçlaşmak",4
57,"balast",1
57,"apar topar",1
57,"benzeşen",1
57,"bertik",7
57,"bekinme",6
57,"ağır kaçmak",7
57,"besmelesiz",4
57,"alaz alaz",1
57,"aytın",3
57,"avundurmak",6
57,"abakıymış",1
57,"altlı üstlü",2
57,"araklamak",3
57,"adaletten",1
57,"belirsizlik",6
57,"açık mavi",4
57,"asıl nüsha",1
57,"ailelik",7
57,"basari",6
57,"aslan kesilmek",5
57,"beynamaz",5
57,"aklına yelken etmek",1
57,"ağdalaşmak",6
57,"bağıtçı",1
57,"baytar",3
57,"ala takaç",1
57,"akaju",1
57,"alıcı kılığına girmek",2
57,"bazen",7
57,"ağzından",2
57,"bengileşme",7
57,"ambalajcılık",3
57,"aklını kaçırmak",4
57,"batmaz",4
57,"açık pazar",2
57,"altta yok üstte yok",3
57,"ağabeylik",7
57,"besteli",5
58,"aria",1
58,"arkalıç",3
58,"adımını attırmamak",5
58,"bağcılık",7
58,"avcı uçağı",3
58,"aranje",4
58,"aklını takmak",1
58,"ata et",7
58,"ağdalanmış",6
58,"artçı",4
58,"beğenme",7
58,"adi adım",4
58,"beklenilenin",3
58,"bedel",4
58,"belediye teşkilatı",4
58,"bal",7
58,"aklında olsun",2
58,"berber",7
58,"balyos",3
58,"amaçlanma",1
58,"azot",3
58,"adap",7
58,"ara sokak",6
58,"acıçektirmek",5
58,"azametli",7
58,"asetilen",5
58,"ahmak yerine koymak",7
58,"alaz alaz",4
58,"ayrıksı ay",5
58,"arzulama",1
58,"alçıcı",1
58,"beslek",7
58,"andırmak",4
58,"badeli",4
58,"ahid",3
58,"aramakla bulunmaz",1
58,"ay evi",1
58,"ayakta uyumak",6
58,"adamsız",1
58,"ayvalık",6
58,"açınma",3
58,"addan türeme fiil",1
58,"andantino",6
58,"aysberg",6
58,"bengilik",5
59,"ağzının kaşığı olmamak",2
59,"atlama beygiri",3
59,"açmacı",2
59,"anaçlık",4
59,"altıncı",3
59,"altun",4
59,"alyans",2
59,"bahis",2
59,"becerili",4
59,"basuç",1
59,"amanın",7
59,"abdestini vermek",7
59,"aşır",1
59,"bağıldak",6
59,"acze düşmek",2
59,"aharlama",6
59,"asteğmenlik",4
59,"anat",7
59,"bedel",2
59,"algılayıcı",5
59,"alan talan olmak",1
59,"belleğini yitirmek",2
59,"artırım",1
59,"beyhudelik",3
59,"betonkarar",2
59,"betonkarar",7
59,"aromatik",1
59,"bécasse",6
59,"ahdi",6
59,"ahdi",2
59,"asılmak",2
59,"balkarca",7
59,"asyalılık",5
59,"acyocu",3
59,"bağlayıcı ünlü",4
59,"adli",6
59,"aktarmacı",1
59,"basketbol",5
59,"ant verdirmek",2
59,"alavereci",4
59,"başkan yardımcısı",7
59,"beslenmesini",7
59,"acimik",5
59,"adam başına",2
59,"aynalık",6
59,"aclan",2
59,"adıvar",6
59,"bakışımsız",2
59,"apseleşmek",2
59,"bardakeriği",2
59,"beynamaz",3
59,"ayaktaşlık",1
59,"ayaktaşlık",3
59,"asıda olmak",1
59,"acımıh",3
59,"ağaç delen",4
59,"anane",5
59,"acarlık",1
59,"ayıptır söylemesi",6
59,"ağız değişikliği",7
59,"babana rahmet",7
59,"adı karışmak",4
59,"abece sırası",2
59,"anaca",7
59,"baklalık",4
59,"bakındı",3
59,"açınım",6
59,"avıngu",7
60,"azledilme",4
60,"barizleşme",2
60,"açıkgözlükle",2
60,"bayılttırmak",5
60,"altun",2
60,"allak",4
60,"ayaz paşa kol geziyor",2
60,"aplike",1
60,"alamerikan",6
60,"bağıldak",4
60,"başmisafir",6
60,"adi adım",3
60,"anat",7
60,"basar",5
60,"beli çökmek",5
60,"anaçlaşmak",7
60,"anlaşılması",3
60,"başa çıkmak",3
60,"bécasse",2
60,"ara sokak",1
60,"akbaş",5
60,"ağaçkesen",1
60,"beta ışınları",4
60,"ağırşaklanmak",6
60,"bağışçı",5
60,"berkitmek",2
60,"askıya çıkarmak",2
60,"astırma",2
60,"ahırlamak",3
60,"ay örümceği",7
60,"adalet mahkemesi",7
60,"arkada kalmak",4
60,"arturu",1
60,"abdala malum olur",7
60,"askeri inzibat",2
60,"acemleştirmek",4
60,"başınıdinlemek",4
60,"beş para etmez",6
60,"beş para etmez",4
60,"bale",6
60,"ahid",7
60,"arkeoloji",7
60,"ateş püskürmek",3
60,"ağırca",3
60,"bela çıkarmak",7
60,"başbuğ",2
60,"berkliğ",1
60,"adaptör",6
60,"ayarlı",6
60,"asıda olmak",2
60,"ahkam yürütmek",2
60,"belki",1
60,"bağışlanma",5
60,"amcasının",3
60,"amcasının",3
60,"adaklı",6
60,"agnostiszm",6
60,"ambalajcılık",4
60,"azmanlaşma",1
60,"bahaneli",5
60,"baş başa kalmak",4
60,"apenin yarımadası",6
61,"al gülüm ver gülüm",5
61,"balgümeci",1
61,"aria",4
61,"bağlı kalmak",4
61,"bas bariton",6
61,"atlama beygiri",1
61,"bambul otu",7
61,"anlayışa",1
61,"alınlık",2
61,"alın yazısı",6
61,"acıyarak",3
61,"bereketli",4
61,"beste bağlamak",6
61,"basuç",4
61,"ağzı teneke kaplı",1
61,"alt alta üst üste",1
61,"aç acına",7
61,"azma",5
61,"aşır",3
61,"ağıtlama",3
61,"aygın baygın",1
61,"bedavadan ucuz",6
61,"addetmek",1
61,"araşit",4
61,"ayartma",4
61,"anlaşılması",6
61,"antetsiz",7
61,"ana yol",5
61,"bağlayıcı ünlü",6
61,"bedduasını almak",5
61,"askıya çıkarmak",1
61,"aşım",7
61,"avareleşmek",5
61,"aması maması yok",3
61,"başı yastığa düşmek",7
61,"ayazlanmasınısağlamak",6
61,"aşkıncılık",4
61,"ağzının tadını bilmek",7
61,"ahmaklaştırmak",7
61,"arası soğumak",3
61,"beslenmesini",5
61,"battal edilmek",5
61,"at sineği",2
61,"ayrılamaz",1
61,"ayrılamaz",1
61,"başında olmak",5
61,"bahailik",1
61,"acısı çıkmak",4
61,"amfibi",3
61,"aslan kesilmek",4
61,"bağıllık",2
61,"aleyhinde olmak",7
61,"aksi halde",3
61,"bahai",1
61,"akan",5
61,"altınoluk",7
61,"ağırlanma",1
61,"banar",6
61,"antibiyotik tedavisi",2
61,"akkan",7
61,"başefendi",2
61,"art damak",7
61,"art damak",3
61,"acılaşmak",3
61,"abazan",1
61,"abece sırası",7
61,"abece sırası",4
61,"bankomat",7
61,"aşılanma",3
61,"avutulma",4
62,"alımsız",5
62,"arkegon",5
62,"afi",2
62,"başucu noktası",2
62,"bakım yurdu",6
62,"amerikanvari",3
62,"arkalamak",2
62,"ansefal",6
62,"aftaka",4
62,"avcı uçağı",5
62,"bereketli",5
62,"belgeçerlemek",7
62,"allak",6
62,"avan",7
62,"bağıldak",7
62,"aze",6
62,"abışka",7
62,"başa çıkmak",4
62,"aromatik",2
62,"anası kılıklı",6
62,"abazan kalmak",3
62,"ahmak yerine koymak",4
62,"aile hukuku",5
62,"alfaterapi",5
62,"amebosit",1
62,"açık rejim",3
62,"bandoculuk",6
62,"ayarı bozuk",4
62,"ailecek",1
62,"araklamak",3
62,"başkan yardımcısı",3
62,"aşındırmak",2
62,"aka",6
62,"ampirik",7
62,"beslek",1
62,"arkeolog",5
62,"betimleme",5
62,"battal edilmek",1
62,"baloncu",6
62,"bertaraf",5
62,"akçakesme",1
62,"begen",7
62,"asarıatika",2
62,"asarıatika",5
62,"aynalık",2
62,"bağımlı",6
62,"amalık",5
62,"aksırtmak",6
62,"alimane",7
62,"beraberlik",6
62,"bağlantısız",3
62,"bağlantısız",2
62,"başak bağlamak",2
62,"agu bebek",3
62,"ana toplardamar",7
62,"andantino",6
62,"alt karşıt",7
63,"aria",3
63,"barışlandırına",4
63,"azledilme",3
63,"ayağına bağ vurmak",5
63,"amerikanvari",7
63,"ayakaltına almak",2
63,"baktı",6
63,"bayılttırmak",4
63,"ağılanma",3
63,"başkumandan",1
63,"anadolulu",2
63,"apaydınlık",1
63,"başlamak",4
63,"başına kakmak",5
63,"beli çökmek",6
63,"araşit",2
63,"asıntı",4
63,"bakışlarını ayıramamak",4
63,"başarılma",2
63,"açık hece",5
63,"adamcasına",7
63,"antropoit",3
63,"altlık",1
63,"ateşte",2
63,"aşamcak",3
63,"azaltmalar",4
63,"baş tacı etmek",6
63,"açıklar livası",3
63,"belirme",3
63,"adli makam",3
63,"ahmaklaştırmak",5
63,"arası soğumak",2
63,"adaletten",4
63,"amniyon sıvısı",7
63,"arturu",7
63,"aşıcılık",3
63,"balık sütü",4
63,"bergamot",4
63,"baş başa",1
63,"ahid",2
63,"alçılanmak",6
63,"ayrıklık",7
63,"bediileşme",3
63,"başınıalıp gitmek",2
63,"başöğretmenlik",4
63,"başöğretmenlik",2
63,"beslenme bozukluğu",4
